MAP_SYMBOL_delay,CTYREG_EST_delay,STATE_AVG_delay,POPOVER18_delay,HSR_SYMBOL_delay,DELMCC_delay,MCONFINT_delay,FIPS,TRACT_NAME_dru,COUNTY_NAME_dru,POD_DEATH_ADJRATE_dru,POD_DEATH_L95CI_dru,POD_DEATH_U95CI_dru,POD_DEATH_STATEADJRATE_dru,POD_DEATH_STATEL95CI_dru,POD_DEATH_STATEU95CI_dru,POD_DISPLAY_dru,FPHLTH_hea,POPOVER18_hea,MAP_SYMBOL_hea,CTYREG_EST_hea,STATE_AVG_hea,HSR_SYMBOL_hea,MCONFINT_hea,POPOVER18_men,MAP_SYMBOL_men,CTYREG_EST_men,STATE_AVG_men,HSR_SYMBOL_men,MNTLD_men,MCONFINT_men,PHYSH_phy,POPOVER18_phy,MAP_SYMBOL_phy,CTYREG_EST_phy,STATE_AVG_phy,HSR_SYMBOL_phy,MCONFINT_phy,TRACT_NAME_sui,COUNTY_NAME_sui,SUICIDE_ADJRATE_sui,SUICIDE_L95CI_sui,SUICIDE_U95CI_sui,SUICIDE_STATEADJRATE_sui,SUICIDE_SL95CI_sui,SUICIDE_SU95CI_sui,SUICIDE_DISPLAY_sui
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2619,Lowest Quintile,10.4,95% C.I.: 10.1 - 10.7,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.8,2619,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.5 - 11.2,2619,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8,7.8,2619,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8,"Census Tract 56.31, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4615,Lowest Quintile,9.8,95% C.I.: 9.6 - 10.1,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",ARAPAHOE,11.6202,2.5137,27.375,8.06,7.72,8.4,Not Different Than State Average,10.2,4615,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10 - 10.5,4615,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.7,7.6,4615,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.8,"Census Tract 56.28, Arapahoe County, Colorado",ARAPAHOE,23.16,8.9356,44.032,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2639,Second Quintile,11.8,95% C.I.: 11.5 - 12.1,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.3,2639,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 11 - 11.7,2639,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.8,95% C.I.: 8.5 - 9.1,7.4,2639,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.1 - 7.6,"Census Tract 56.32, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1838,Lowest Quintile,9.6,95% C.I.: 9.4 - 9.9,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.1,1838,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 9.9 - 10.4,1838,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.5,95% C.I.: 8.2 - 8.7,7.6,1838,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.3 - 7.8,"Census Tract 56.29, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Fourth Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2240,Fourth Quintile,14.4,95% C.I.: 13.9 - 14.8,8005084400,"Census Tract 844, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.3,2240,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.9 - 11.7,2240,Fourth Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.7,95% C.I.: 9.3 - 10.1,7.2,2240,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.9 - 7.5,"Census Tract 844, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 13.1 - 34.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3041,Highest Quintile,19.9,95% C.I.: 17.1 - 23.1,8055960900,"Census Tract 9609, Huerfano County, Colorado",HUERFANO,,,,8.06,7.72,8.4,No Events or Data Suppressed,20.6,3041,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 15.6 - 37.3),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 17.6 - 24,3041,Highest Quintile,County/Regional Estimate 15.8% (95% C.I.: 6 - 25.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,11.4,95% C.I.: 9.5 - 14,17.7,3041,Highest Quintile,County/Regional Estimate 21.5% (95% C.I.: 10.9 - 32.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 15 - 21,"Census Tract 9609, Huerfano County, Colorado",HUERFANO,22.641,5.532,51.326,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 13.1 - 34.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2427,Highest Quintile,23.1,95% C.I.: 19.2 - 29.1,8055960600,"Census Tract 9606, Huerfano County, Colorado",HUERFANO,16.9194,2.7593,43.103,8.06,7.72,8.4,Not Different Than State Average,20.3,2427,Highest Quintile,County/Regional Estimate 26.5% (95% C.I.: 15.6 - 37.3),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 16.8 - 26,2427,Highest Quintile,County/Regional Estimate 15.8% (95% C.I.: 6 - 25.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,14.0,95% C.I.: 11.3 - 19.1,15.0,2427,Highest Quintile,County/Regional Estimate 21.5% (95% C.I.: 10.9 - 32.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 11.9 - 19.8,"Census Tract 9606, Huerfano County, Colorado",HUERFANO,38.664,14.1829,75.16199999999999,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1883,Lowest Quintile,10.1,95% C.I.: 9.8 - 10.4,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.6,1883,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.3 - 11,1883,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.2,95% C.I.: 7.9 - 8.5,7.9,1883,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.1,"Census Tract 56.24, Arapahoe County, Colorado",ARAPAHOE,20.846,2.9530000000000003,54.948,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3493,Lowest Quintile,9.5,95% C.I.: 9.2 - 9.7,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.4,3493,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.2 - 10.7,3493,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.3,95% C.I.: 8.1 - 8.6,7.8,3493,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8,"Census Tract 56.27, Arapahoe County, Colorado",ARAPAHOE,28.901999999999997,11.0584,55.152,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2570,Lowest Quintile,10.4,95% C.I.: 10.1 - 10.7,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.5,2570,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.2 - 10.9,2570,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.2 - 8.7,7.6,2570,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.3 - 7.9,"Census Tract 56.14, Arapahoe County, Colorado",ARAPAHOE,21.971,5.2592,50.141000000000005,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3981,Second Quintile,11.2,95% C.I.: 10.9 - 11.6,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.6,3981,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.2 - 10.9,3981,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.9,95% C.I.: 8.6 - 9.2,7.2,3981,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 7.4,"Census Tract 67.07, Arapahoe County, Colorado",ARAPAHOE,9.443999999999999,1.3175,24.980999999999998,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3868,Lowest Quintile,10.3,95% C.I.: 10 - 10.6,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.7,3868,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.4 - 11,3868,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.6,95% C.I.: 8.3 - 8.9,7.7,3868,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8,"Census Tract 67.08, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3320,Second Quintile,10.6,95% C.I.: 10.3 - 11,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.3,3320,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.9 - 11.6,3320,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8,7.8,3320,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8.1,"Census Tract 66.04, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2770,Lowest Quintile,10.6,95% C.I.: 10.3 - 10.9,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,11.6,2770,Middle Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 11.3 - 12,2770,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8,7.8,2770,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.1,"Census Tract 66.03, Arapahoe County, Colorado",ARAPAHOE,43.708999999999996,18.3234,79.952,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1252,Lowest Quintile,9.8,95% C.I.: 9.6 - 10.1,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.2,1252,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 9.9 - 10.5,1252,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.2 - 8.7,7.5,1252,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.8,"Census Tract 67.05, Arapahoe County, Colorado",ARAPAHOE,20.721999999999998,2.13,58.437,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4281,Middle Quintile,13.4,95% C.I.: 13 - 13.8,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",ARAPAHOE,45.0621,23.6086,73.38600000000001,8.06,7.72,8.4,Higher Than State Average,12.5,4281,Middle Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 12 - 12.9,4281,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.9,95% C.I.: 8.6 - 9.3,7.0,4281,Lowest Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.7 - 7.3,"Census Tract 66.01, Arapahoe County, Colorado",ARAPAHOE,30.877,13.7094,54.917,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2498,Lowest Quintile,9.9,95% C.I.: 9.6 - 10.2,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,11.4,2498,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 11.1 - 11.8,2498,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.1,95% C.I.: 7.8 - 8.4,8.1,2498,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.8 - 8.4,"Census Tract 56.21, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2358,Second Quintile,10.7,95% C.I.: 10.4 - 11,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.3,2358,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 11 - 11.7,2358,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.1 - 8.6,7.8,2358,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.5 - 8.1,"Census Tract 56.25, Arapahoe County, Colorado",ARAPAHOE,15.286,2.0056,40.998000000000005,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3101,Lowest Quintile,9.4,95% C.I.: 9.1 - 9.6,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,11.0,3101,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.7 - 11.3,3101,Lowest Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.0,95% C.I.: 7.8 - 8.3,8.5,3101,Middle Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.2 - 8.8,"Census Tract 67.04, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2399,Second Quintile,10.7,95% C.I.: 10.4 - 11.1,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.5,2399,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 11.1 - 11.9,2399,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.1 - 8.7,7.9,2399,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.2,"Census Tract 56.20, Arapahoe County, Colorado",ARAPAHOE,28.555,7.2163,64.012,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4221,Lowest Quintile,10.3,95% C.I.: 10 - 10.6,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,10.8,4221,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10.5 - 11.1,4221,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.6,95% C.I.: 8.4 - 8.9,7.9,4221,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.6 - 8.2,"Census Tract 67.09, Arapahoe County, Colorado",ARAPAHOE,9.966000000000001,1.6622,25.245,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3702,Second Quintile,10.7,95% C.I.: 10.4 - 11,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",ARAPAHOE,,,,8.06,7.72,8.4,No Events or Data Suppressed,11.1,3702,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.7 - 11.4,3702,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.5,95% C.I.: 8.2 - 8.8,7.5,3702,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.2 - 7.8,"Census Tract 56.19, Arapahoe County, Colorado",ARAPAHOE,21.87,6.8173,45.453,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2542,Lowest Quintile,10.1,95% C.I.: 9.8 - 10.3,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.3,2542,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 10 - 10.6,2542,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,8.4,95% C.I.: 8.2 - 8.7,7.5,2542,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.3 - 7.7,"Census Tract 56.33, Arapahoe County, Colorado",ARAPAHOE,33.13,10.7043,67.891,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 13.9% (95% C.I.: 12.4 - 15.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2232,Second Quintile,11.8,95% C.I.: 11.4 - 12.2,8005081700,"Census Tract 817, Arapahoe County, Colorado",ARAPAHOE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,11.1,2232,Second Quintile,County/Regional Estimate 13% (95% C.I.: 11.6 - 14.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 10.7 - 11.5,2232,Middle Quintile,County/Regional Estimate 9.1% (95% C.I.: 7.9 - 10.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.0,95% C.I.: 8.7 - 9.3,7.7,2232,Second Quintile,County/Regional Estimate 7.6% (95% C.I.: 6.5 - 8.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7.4 - 8,"Census Tract 817, Arapahoe County, Colorado",ARAPAHOE,,,,19.48,18.95,20.01,No Events or Data Suppressed
